seed,state_idx,repair_regime,negative_control,success,original_tail_rank_correlation,repaired_tail_rank_correlation,original_high_n_gain,repaired_high_n_gain,pilot_count,holdout_count,recommendation,repair_method,risk_delta,effective_n_for_bounds,original_utility_gain_lcb,repaired_utility_gain_lcb,original_tail_utility_lcb,repaired_tail_utility_lcb,original_latency_adjusted_gain_lcb,repaired_latency_adjusted_gain_lcb,repaired_score_lcb_radius,calibration_slope,calibration_intercept,isotonic_knots
1,0,anti_correlated_affine_repair,False,True,-0.9954887218045113,0.9894736842105263,-1.008646735472503,0.9176573346525323,96,96,increase_N,affine,0.01,96,-1.6437627438883187,0.4365264781574365,-1.450779184681086,0.279122197606126,-1.6437627438883187,0.4365264781574365,0.022234344399430644,-0.9947639987601195,-0.0013228413759224368,0
1,0,monotone_isotonic_repair,False,True,0.8721804511278195,0.8753592805066044,0.9050640201420309,0.9087562554092361,96,96,increase_N,isotonic,0.01,96,0.3208580591501664,0.3245502944173716,0.17185861143396453,0.17185861143396453,0.3208580591501664,0.3245502944173716,0.05148502511084906,,,96
1,0,random_score_failed_repair,True,False,-0.2932330827067669,-0.2932330827067669,0.0845347463922025,0.0845347463922025,96,96,block_high_N,affine,0.01,96,-2.51372749045462,-2.51372749045462,-2.4882709628503124,-2.4882709628503124,-2.51372749045462,-2.51372749045462,0.8505166140160882,0.013333604213955689,-0.047371145072207195,0
1,0,calibration_drift_failed_repair,True,False,-0.32030075187969925,-0.32030075187969925,-0.045241222381184415,-0.045241222381184415,96,96,block_high_N,affine,0.01,96,-0.7341421796435369,-0.7341421796435369,-0.7019463324805026,-0.7019463324805026,-0.7341421796435369,-0.7341421796435369,0.8561478393468995,0.08677064645623522,-0.003623060770138329,0
1,1,anti_correlated_affine_repair,False,True,-0.9774436090225563,0.9939849624060151,-1.0165527473081297,0.9528538449600774,96,96,increase_N,affine,0.01,96,-1.686960422237374,0.44278743099330864,-1.4836712002346544,0.2908061863822714,-1.686960422237374,0.44278743099330864,0.028804185055854782,-0.9961635126268775,-0.002194996749455588,0
1,1,monotone_isotonic_repair,False,False,0.8631578947368421,0.8488373603254411,0.9352578487521566,0.9102606267477155,96,96,block_high_N,isotonic,0.01,96,0.33184635363277326,0.30684913162833216,0.19170194292599196,0.19170194292599196,0.33184635363277326,0.30684913162833216,0.055583559820348225,,,96
1,1,random_score_failed_repair,True,False,-0.045112781954887216,-0.045112781954887216,0.1583702470566852,0.1583702470566852,96,96,block_high_N,affine,0.01,96,-2.416235078767376,-2.416235078767376,-2.487345290920047,-2.487345290920047,-2.416235078767376,-2.416235078767376,0.8518656729078494,0.009765685964831015,-0.033712688001572566,0
1,1,calibration_drift_failed_repair,True,False,0.3533834586466165,0.3533834586466165,-0.03261941325263273,-0.03261941325263273,96,96,block_high_N,affine,0.01,96,-0.4355258465141264,-0.4355258465141264,-0.45543697427371044,-0.45543697427371044,-0.4355258465141264,-0.4355258465141264,0.8492092176740118,0.14665907310595128,0.042244475734867414,0
1,2,anti_correlated_affine_repair,False,True,-0.9789473684210527,0.98796992481203,-0.9623946495195724,0.9633144265876971,96,96,increase_N,affine,0.01,96,-1.5162031206459003,0.42953563915065407,-1.3476130086481428,0.2561863085489955,-1.5162031206459003,0.42953563915065407,0.024752707737901423,-0.9978600567690953,0.002447847183021286,0
1,2,monotone_isotonic_repair,False,False,0.9308270676691729,0.9067650847573154,0.9488095383388452,0.9511272346484893,96,96,block_high_N,isotonic,0.01,96,0.3675661058562413,0.37655068406370185,0.1982504593149529,0.21224718414470656,0.3675661058562413,0.37655068406370185,0.0551511100702055,,,96
1,2,random_score_failed_repair,True,False,0.26165413533834586,0.32063281272862554,0.4659916542860246,0.5831820867772086,96,96,block_high_N,isotonic,0.01,96,-2.3321492052135175,-2.1802382631334583,-2.6788563917857555,-2.735758918846095,-2.3321492052135175,-2.1802382631334583,0.8398291548034205,,,96
1,2,calibration_drift_failed_repair,True,False,0.09473684210526316,0.09473684210526316,0.006219993961245472,0.006219993961245472,96,96,block_high_N,affine,0.01,96,-0.5873770341484358,-0.5873770341484358,-0.609391094427308,-0.609391094427308,-0.5873770341484358,-0.5873770341484358,0.8437451966437424,0.0055592633519833,0.005814784133429589,0
1,3,anti_correlated_affine_repair,False,True,-0.9894736842105263,0.9774436090225563,-0.9575229973496701,0.9279660189532569,96,96,increase_N,affine,0.01,96,-1.4961416501432363,0.45676607908156097,-1.3210793857778595,0.3259204789764716,-1.4961416501432363,0.45676607908156097,0.02382909843129418,-0.9995237528158117,9.521660534329888e-05,0
1,3,monotone_isotonic_repair,False,True,0.8947368421052632,0.9208324898835709,0.9068780446860909,0.9164828947908877,96,96,increase_N,isotonic,0.01,96,0.32870485340771427,0.333146343341599,0.2131880652661261,0.20488334383866935,0.32870485340771427,0.333146343341599,0.046503085386091145,,,96
1,3,random_score_failed_repair,True,False,0.1849624060150376,0.1849624060150376,0.21074974871047925,0.21074974871047925,96,96,block_high_N,affine,0.01,96,-2.371444218103168,-2.371444218103168,-2.649995013934066,-2.649995013934066,-2.371444218103168,-2.371444218103168,0.8410762592710511,0.012952114996127816,-0.051957997323634784,0
1,3,calibration_drift_failed_repair,True,False,-0.14135338345864662,-0.14135338345864662,-0.06581866421834538,-0.06581866421834538,96,96,block_high_N,affine,0.01,96,-0.804388709238119,-0.804388709238119,-0.75349151098836,-0.75349151098836,-0.804388709238119,-0.804388709238119,0.86720531833659,0.28428710571142796,0.08610403465560328,0
